<<<<<<< HEAD
T8jHPVNj,Nan,2024-10-10,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,42kg,상의 44,사이즈도 좋고 색도 화면이랑 같아요 여름에 잘 입고 다녔습니다~~,상의 ,44
hu41W3RK,Nan,2024-10-06,블랙,,작아요,보통이에요,화면과 비슷해요,171cm,,,총장이 긴 .. 나시를 사야겠어요. 나시도 총장보자 명심 또 명심.. 제가 문제겠지만요.. 넘 슬픕니다. 나시는 탄탄해보여요!,,
리링링,Nan,2024-10-06,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,여름에 얇은 셔츠나 가디건이랑 같이 입으려고 구매했는데 짱짱하니 가성비가 좋아요!,,
요니닌,Nan,2024-09-29,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,55kg,상의 44,너무 탄탄하구요 핏도 이뻐요! 여름철에 잘입엇어요 ㅎ,상의 ,44
lFmk6TTV,Nan,2024-09-27,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 55,쫀득쫀득하니 편하고 좋아요 색상별로 구매햇어여,상의 ,55
lFmk6TTV,Nan,2024-09-27,뮤트카키,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 55,쫀득쫀득하니 편하고 좋아요 색상별로 구매햇어여,상의 ,55
vm5lSuRs,Nan,2024-09-23,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,168cm,55kg,상의 55,재질이니 핏은 좋은데 개인적으로 목 부분이 답답해서 손이 잘 안 갔던 제품이에요 ㅠㅠ,상의 ,55
vm5lSuRs,Nan,2024-09-23,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,168cm,55kg,상의 55,재질이니 핏은 좋은데 개인적으로 목 부분이 답답해서 손이 잘 안 갔던 제품이에요 ㅠㅠ,상의 ,55
wiYmJ1yH,Nan,2024-09-23,뮤트카키,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,"흠잡을데 없네요~
착붙어서 라인이 이뻐요

재질도 바느질도 만족입니다",상의 ,55
BJS9eleI,Nan,2024-09-19,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,상의 55,쫑쫀하고 안말라보이고 활용도가 너무 좋아요 다른색듀 또 사고싶어요,상의 ,55
dfgkdhMv,Nan,2024-09-17,챠콜브라운,,정사이즈예요,보통이에요,화면과 비슷해요,161cm,57kg,상의 66,나시 짱짱하고 좋아요. 근데 좀 목 위까지 마니 올라오는 편이라서 한여름엔 좀 답답하긴 했어요~~,상의 ,66
SBVGeSM2,Nan,2024-09-16,뮤트카키,,정사이즈예요,보통이에요,화면과 비슷해요,164cm,53kg,상의 55,부유방 가려주고 쫀쫀한 핏이라 날씬해보이고 좋아요,상의 ,55
baek******,Nan,2024-09-14,블랙,,작아요,보통이에요,화면과 비슷해요,167cm,55kg,상의 55,사진에서 봤을 땬 조금 널널한 느낌이였는데 막상 받아보니 너무 꽉 끼는 느낌이여서 겨드랑이 부분이 조금 불편해요,상의 ,55
8cFlBIbb,Nan,2024-09-12,소프트라임,,정사이즈예요,보통이에요,화면과 비슷해요,47kg,,,배송빠르고 좋아요 재질도 좋고 맘에들어요 또주문할게요,,
8cFlBIbb,Nan,2024-09-12,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,47kg,,,배송빠르고 좋아요 재질도 좋고 맘에들어요 또주문할게요,,
L9XZFjQK,Nan,2024-09-07,뮤트카키,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,52kg,상의 44,퀄 좋아요 색별로 사고싶러용용ㅇ 예쁜 카키색이에용,상의 ,44
AOq9KWZK,Nan,2024-11-09,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,45kg,상의 44,속에 레이어드 해서 입기 딱좋아 다른색상도 똑 샀어요~ 친구들이 이뿌다고 함^^,상의 ,44
fELax6RI,Nan,2024-09-19,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 55,"색감도 마음에 들고, 쫀쫀하면서 딱 입기 좋아요
셔츠안에 입기에도 좋아요",상의 ,55
DuTGoadd,Nan,2024-09-19,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,56kg,상의 55,"퀄리티 좋고 색깔 이뻐요
패드가 없는게 아쉽지만,, 나쁘지 않슴다 굿~~!",상의 ,55
kWL2VK3a,Nan,2024-09-17,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,52kg,상의 55,목이 답답해보인단 얘기가 많아서 그렇구나하고 샀는데 입어보고 뭔 얘긴지 이해했어요. 그래도 파진것보단 낫다 생각해서 좋아요,상의 ,55
lCH4E9iN,Nan,2024-09-10,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,53kg,상의 55,부유방도 완전히 가려지고 팔뚝상도 얇아보여서 그동안 산 나시 중 가장 마음에 들었어요,상의 ,55
jxGnNm2n,Nan,2024-09-07,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,59kg,상의 55,"탄탄하고, 몸에 착 붙는 느낌이라 좋아요 !!
부담없이 잘 입을 것 같은 느낌이에요.",상의 ,55
애봉이,Nan,2024-09-06,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,53kg,상의 55,퀄리티도 아주 좋고 길이감도 적당하고 여러모로 정말 마음에 드는 나시입니다!,상의 ,55
애봉이,Nan,2024-09-06,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,53kg,상의 55,퀄리티도 아주 좋고 길이감도 적당하고 여러모로 정말 마음에 드는 나시입니다!,상의 ,55
xEApjNHJ,Nan,2024-12-25,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,156cm,50kg,상의 55,배송은 좀 오래 걸렸지만 품질은 괜찮은 걸 같아요..,상의 ,55
H622x9xL,Nan,2024-12-01,크림베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,허리가 크지 않아서 좋아요.핏도 아주 이쁩니다.,,
JvDxgq7Y,Nan,2024-11-10,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,162cm,52kg,상의 55,쫀쫀하고 정말 좋아여 퀄리티가 괜찮은 것 같아요,상의 ,55
5JPR48Bp,Nan,2024-10-28,블루네이비,,정사이즈예요,아주 만족해요,화면보다 어두워요,168cm,48kg,상의 55,옷감도 좋고 입고 다니기 편해서 좋아요. 만족하고 있습니다^^,상의 ,55
osi4**,Nan,2024-10-26,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,58kg,,여름 내내 정말!!! 잘 입었습니다. 완전 잘 늘어나고 신축성 좋고 짱짱하기까지…👍👍,,
GmALodK2,Nan,2024-10-25,뮤트카키,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,55kg,상의 55,매우 만족합니다 질도 좋고 색상도 좋아서 잘입어뎌요!,상의 ,55
RE5wdXOL,Nan,2024-10-16,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,53kg,상의 55,"목도 많이 파이지 않아서
이너로 입기 좋은 것 같아요",상의 ,55
4hPOh4QJ,상위 30%,2024-10-15,뮤트카키,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,60kg,상의 66,이때까지 샀던 나시 중에서 제일 좋아요. 부유방도 잘 가려주고 쫀쫀한 제형이라 막 입을 수 있네요 굿굿,상의 ,66
shp3**,Nan,2024-10-15,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,완전 좋아서 색깔별로 거의 다 샀어요 받쳐입기도 좋고 단독으로도 좋아요,,
yzLbvSek,Nan,2024-10-14,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,153cm,43kg,상의 44,편하게 입기에 좋아요 핏도 깔끔하고 좋아요.!,상의 ,44
T8jHPVNj,Nan,2024-10-10,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,42kg,상의 44,갈색이랑 라임색 둘 다 여름에 아주 잘입고 다녔어요!! 사이즈도 딱맞고 내년에도 잘 입을 것 같아요~~,상의 ,44
pzrCi3BG,Nan,2024-10-04,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,45kg,상의 55,이거 너무 이쁩니다! 너무 예뻐서 검정도 하나 구매했습니다 진짜 여름에 너무 잘 입고 다녔습니다!!,상의 ,55
8eU2RMjh,Nan,2024-10-01,아이보리,,작아요,보통이에요,화면과 비슷해요,170cm,61kg,상의 66,쫀쫀하긴 한데 생각보다 길이가 짧아요. 그치만 안에입을거라 괜차나요,상의 ,66
i27IYzwO,Nan,2024-10-01,소프트라임,,정사이즈예요,보통이에요,화면과 비슷해요,166cm,55kg,상의 55,편한 스퀘어 나시에요. 무난해요. 색이 밝은 흰색은 아니었어요,상의 ,55
pzrCi3BG,Nan,2024-09-22,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,45kg,상의 55,"퀄리티 너무 좋구 편하게 잘 들고 다니고 있어요!!
가방에도 많이 들어가고 넘 젛아요~!!!",상의 ,55
7kLBCcXp,Nan,2024-09-21,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,170cm,58kg,상의 55,부유방 잘가려주고 좋아요 다만 얇아서 땀났을때 비치긴하더라구요,상의 ,55
H8YjdoLM,Nan,2024-09-19,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,50kg,상의 55,여름에 이너로 입기 너무 좋아요. 탄탄하고 핏되서 제가 찾던 나시입니당,상의 ,55
7DrBPlPB,Nan,2024-09-18,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,168cm,59kg,상의 55,몸에 딱 붙어서 유교걸들이 입기 편한 나시에요 다만 조금 답답해 보일 수도 있고 기장이 생각보다 짧아요!,상의 ,55
xJpl35F3,Nan,2024-09-12,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,43kg,상의 44,색이 너무 예쁘고 핏도 적당해서 좋아요 딱 맞아요,상의 ,44
S9bDpBUW,Nan,2024-09-11,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,46kg,상의 44,옷이 쫀쫀하고 입었을때 핏이 너무 이뻐요 여름에 아즈 잘 입고 다녔어요,상의 ,44
SR0iZOAx,Nan,2024-09-08,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,상의 66,탄탄하고 좋아요!! 부유방 커버도 잘 되는거 같아용 가끔 튀어나오려 그래서 한 번씩 옷매무새 잡아줘야 하지만 만족합니다! 여러장 쟁여놓으려구요 ㅎㅁㅎ,상의 ,66
5UllPdyO,Nan,2024-12-27,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,54kg,상의 55,안에 이너로입어줬는데 정말 잘 입을거같습니당 하나만 샀는데 번갈아서 입으려고 2개 구매했습니당 피부에 자극적이지도 않아서 좋아용,상의 ,55
AmFhUpuv,Nan,2024-12-26,소프트라임,,정사이즈예요,보통이에요,화면과 비슷해요,164cm,54kg,상의 66,재구매예요!!! 브라운 색상 사서 계속 입다가 이거 입은 이후로 나시를 즐겨입게 되서 다른색도 도전해봤습니다!!!,상의 ,66
xEApjNHJ,Nan,2024-12-25,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,156cm,50kg,상의 55,여름 단독이나 겨울 이너로 입기 좋습니다 약간 짧긴한데 너무 짧진 않아서 괜찮은듯,상의 ,55
oYwHZ77I,Nan,2024-11-27,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,55kg,상의 66,남색사고 너무 맘에들어서 흰색으로 또 샀어요. 최고의 나시a,상의 ,66
sbWnyWkI,Nan,2024-11-23,Gray,,정사이즈예요,보통이에요,화면과 비슷해요,154cm,43kg,상의 44,이건 또 살 의향이 있는 옷입니다 일단 너무 편하고 어딜 가나 입기 젛아요 여행갈 때도 이런거 하나 필수고 일상 생활에서도 딱임,상의 ,44
VHScJZoB,Nan,2024-11-04,소프트라임,,정사이즈예요,보통이에요,화면과 비슷해요,152cm,43kg,상의 55,올여름 야무지게 잘 입었습니다 부유방 부각도 별로 없고 품도 넉넉해요,상의 ,55
OtKCJeRq,Nan,2024-10-22,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 44,색상이 !!! 눈에 튀면서도 안 튀어서 여름에 데일로로 입기 좋아요 ☺️,상의 ,44
RD4pj4Wj,Nan,2024-10-21,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,54kg,상의 55,"부유방 커버에도 좋고 재질도 좋은것같아요~~
다른색으로 또 구매해야겠어요",상의 ,55
W7tOmek2,상위 25%,2024-10-16,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,56kg,상의 55,"세개 구입해가지고 세번 리뷰쓰래서 쓰는데요 
많이 구매한거면 그 이유가 있어요 귣이 리뷰 볼 필요가 옶습니다 그냥 사라면 사세요",상의 ,55
BQ1SeyC5,Nan,2024-09-30,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,50kg,상의 55,사이즈도 딱이거 색도 이뿌고 쫀쫀해요!! 아주조하용,상의 ,55
T2JKoF9m,Nan,2024-09-28,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,53kg,상의 55,"쫀쫀하고 좋아요
잘입을것같아요 생각보다 두꺼운데
좋아요 좋아요",상의 ,55
cy72**,Nan,2024-09-26,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,46kg,상의 55,허리부분이 안늘어나도록 딴딴하게 묶여있어서 신경 안 쓰고 머리부터 입으면 찢어질 거 같음,상의 ,55
13fCr6Os,Nan,2024-09-26,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,157cm,42kg,상의 44,가격 대비 퀄리티가 좋아 여름 동안 잘 입고 다녔습니다,상의 ,44
opc2UQGp,Nan,2024-09-25,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,48kg,상의 44,넘넘 이뻐요!!! 핏이며 색상이며 아주 굿!!!,상의 ,44
dev,Nan,2024-09-16,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 55,부유방 완전 심한 사람은 나야나.. 근데? 이렇게까지 가려준다고요? 완전 럭키비키아녀.. 꼭 사세요!,상의 ,55
s0Ncjmv2,Nan,2024-09-09,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,173cm,60kg,상의 55,"사이즈 딱 맞아요.
색깔도 마음에 들고, 잘 입고 있습니다",상의 ,55
f3ZjRaeT,상위 30%,2024-09-05,블루네이비,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,55kg,상의 55,"브라운 샀다가 쫀쫀해서 추가로 구입했어요
이번 여름 아주 잘 입었습니다",상의 ,55
tbp4hqfG,Nan,2024-10-27,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 44,"이번 여름에 이너로 많이 입고 다녔어요
유교걸이긴한데 단독으로도 입을만해요!",상의 ,44
zLavleDy,Nan,2024-10-17,챠콜브라운,,정사이즈예요,보통이에요,화면과 비슷해요,159cm,59kg,상의 66,검은색 흰색 사고 너무 좋아서 재구매했어요~ 좋아요~,상의 ,66
zLavleDy,Nan,2024-10-17,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,159cm,59kg,상의 66,검은색 흰색 사고 너무 좋아서 재구매했어요~ 좋아요~,상의 ,66
lnfO22d8,Nan,2024-10-12,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,62kg,상의 66,가격대비 퀄리티 좋아요 배송도 빠릅니다~~~,상의 ,66
sue9***,Nan,2024-10-11,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,167cm,51kg,상의 55,퀄리티도 괜찮고 면도 좋아서 이너로 입기에 딱 괜찮네요,상의 ,55
sue9***,Nan,2024-10-11,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,167cm,51kg,상의 55,퀄리티도 괜찮고 면도 좋아서 이너로 입기에 딱 괜찮네요,상의 ,55
닉네임맨날중복이야,Nan,2024-10-06,아이보리,,정사이즈예요,별로예요,화면과 비슷해요,171cm,65kg,상의 66,쫀쫀하고 안에 입기 좋아요! 질이 좋은 편인 것 같아요,상의 ,66
shin******,Nan,2024-10-04,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,163cm,53kg,상의 55,길이도 짧지않고 부유방도 잘 가려줘서 여름에 단독으로 입기 좋았어요,상의 ,55
r0smGyVj,Nan,2024-10-01,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,56kg,상의 66,핏도 예쁘고 색깔고 완전 화면과 똑같아서 무조건 구매하세요 !!,상의 ,66
BilHm4Fs,Nan,2024-10-01,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,57kg,상의 55,기본 나시로 아주 좋습니다. 퀄리티도 좋은거 같아요.,상의 ,55
wwbM41rd,상위 20%,2024-09-30,챠콜브라운,,작아요,아주 만족해요,화면과 비슷해요,164cm,58kg,상의 55,"쫀쫀하니 좋습니다 늘어짐없이 부유방쪽까지 탄
력있게 나아갑니당",상의 ,55
pqGnpTWt,Nan,2024-09-29,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,50kg,상의 55,생각보다 몸에 붙어요 재질은 탄탄하니 좋아요!!,상의 ,55
HIDsikxR,Nan,2024-09-25,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,63kg,상의 77,예뻐요 편하구 기본템이라 자주 착용할거에요 ㅎㅎ,상의 ,77
3swUmYQs,Nan,2024-09-15,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,SLOWMADE. 쫀쫀베이직 슬리브리스 소프트라임,,
2URkWnaY,Nan,2024-09-12,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,상의 55,"탄탄하고 편해요
살짝 우람해보이긴하지만ㅠㅠ
입었을때 이쁩니다",상의 ,55
